comment_star,cus_comment
30,多出 一星 负责 饮料 小哥 服务员 态度 比女 收银员 好多 女服务员 口碑 买 券 脸色 撇开 态度 不谈 饮料 真心 青橘 柠檬 好喝 招牌 岩芋 奶盖 咋样 价格 便宜 
50,上海 吃 奶茶 活动 这是 打卡 第一家 地铁站 问 全场 思考 过后 点 颜值 高 这杯 味道 酸酸甜甜 适合 夏天 相较 果茶 喜欢 奶茶 这家 店 服务态度 不错 朋友 说 好喝 值得 推荐 
40,喝 几次 奶茶 店 当天 工作日 中午 十个 排队 人气 算是 地下 新品 速度 很快 每次 新品 每次 最佳 选择 保守 奶盖 茶 这家 奶盖 口感 粘稠 细密 配上 不太甜 清茶 夏天 清爽 
30,紫薯 真的 很难 喝 大写 加粗 说 三遍 难 喝 适合 拍照 凹 造型 拍 效果 不错 买 电影 喝 导致 整场 电影 东西 喝 真的 太太 太太 太难 喝 太太 太 太太 甜 紫薯 味道 诡异 糖 杯水 好喝 服气 
30,点 抹 茶 黑糖 珍珠 口味 甜 放糖 很甜 值得 价格 感觉 珍珠 一会 硬 甜 希望 下次 吃 喜欢 口味 多处 一点 新 产品 服务态度 挺 一句 说 一句 效率 
30,天天 路过 隔壁 上班 莱 福士 店 人气 旺旺 这家 店 不列外 人气 蛮高 喜 茶 大排长龙 有时候 排队 点单 买 两杯 饮料 味道 不错 看着 干净 一份 价钱 一分货 口味 喜欢 浅草 听说 芭乐 果加 水蜜桃 反正 颜色 好看 少女 心 生意 太好了 点单 小哥 服务 稍微 多问 两句 表现 不耐烦 福州路 一家 台湾 奶茶 店 服务 鲜明对比 
30,恋暖初 茶 奶茶 鲜果 制作 制成 果酱 一半一半 饮品 春夏 特饮 貌似 受欢迎 店员 说 做无糖 肯定 程度 甜味 水果 自带 青森 果茶 感觉 一般般 味道 平时 买 白桃 绿茶 清爽 感觉 挺腻 买 第二次 蔓越莓 冰 打碎 蔓越 樽 底下 那层 红色 果酱 小粒 果籽 炎热 夏天 里 喝 合适 放 一会 喝 冰 
50,逛累 找个 地方 坐下 来福士 人暴 好不容易 找个 地儿 坐 找 喝 来福士 广场 奶茶 店 真心 少 幸好 这家 爱 盐 烧系 微微 咸 芝士 奶盖 那种 太咸 加糖 一口 满口 芋艿 香味 唔 幸福 吃 芋艿 颗粒 
40,夏天 喝点 清爽 人民广场 南京东路 吃 喝 奶茶 感觉 完整 哈哈哈 恋暖初 茶 环境 来福士 地铁口 几步 路 服务 一点 排 一会 队 服务员 挺 口味 点 浅草 少女 心 番石榴 绿茶 樱花 珍珠 无敌 可爱 店员 告诉 无糖 办法 调 糖度 假装 健康 系列 哈哈哈 拿到 手里 发现 冰沙 挺 惊喜 吸起来 很爽 说 一点点 涩 酸甜 清爽 番石榴 味道 新鲜 配合 樱花 珍珠 好喝 不输 乐乐 茶 新品 颜值 味道 喜欢 喜欢 
30,周末 路过 来福士 这家 店来 尝 喝过 第一次 店里 品种 满多 清爽 感觉 夏天 喝 不错 选择 点 浅草 一翻 水果 珍珠 第一次 吃 搭配 感觉 不错 
50,喜欢 品牌 饮料 白桃 乌龙 柠檬 分子 茶 点 口感 清爽 不太腻 点 新品 爱知 葡萄 奶盖 不腻 甜度 适中 底下 好多 葡萄 渣 渣 夏天 喝 特别 清爽 喝完 牙齿 上会 葡萄 皮渣 渣 记得 漱口 
40,那天 买 套餐 排队 真的 太 日子 挤成 条条 选 第一个 初恋 套餐 味道 还行 包装 凑合 味道 包装 喜欢 好看 包装 味道 反正 不难 喝 网红店 还行 没什么 槽 点 位置 来福士 地下 一层 
50,连续 喝 天 嘻嘻 白桃 绿茶 真的 好喝 喝 爽口 适合 天气 喝 喝 一杯 鲜 牛乳 茶 惊艳 爽口 下次 想 喝喝 手作 紫芋 鲜 牛乳 味道 很棒 嘿嘿嘿 服务态度 真的 很棒 点单 速度 很快 
50,来福士 楼下 美食天地 各色各样 西式 简餐 快餐 烧烤 甜点 饮料 面包 日式 粤菜 韩料 麻辣烫 多以 小吃 形形色色 来来往往 机会 擦肩而过 也许 一无所知 也许 朋友 知己 重庆 森林 几次 买恋 暖 有试 喝 正好 赶上 新鲜出炉 超级 冰冰 爱知 葡萄 浅草 喝 爱知 葡萄 纯正 葡萄 味儿 像是 喝 葡萄 冰沙 甜 爽 喜欢 吃 葡萄 盆友 试试 款 手作 紫芋 鲜 牛乳 热 分糖 这回 点 款 人气 单品 尝试 下于 以往 口味 说 不忘 初心 这款 鲜 牛乳 奶 味儿 香浓 料 足 芋头 块 类似 布丁 口感 东西 喝 这款 小饱 款 一般般 喜欢 喝 盐烧 岩芋 奶盖恋 茶 三分 糖 款 真的 超 喜欢 超 好喝 芋头 香 浓郁 奶盖 甜香 咸 款 算是 家 招牌 第一次 喝 糖 甜 三分 糖 完美 点单 店员 力 不耐烦 点单 手脚 麻利 店铺 位置 正好 出入口 地方 挤 店铺 装修 风格 清新 
50,服务 服务 不错 感觉 每家 奶茶 店 恋暖 最小 清新 环境 来福士 楼下 好找 陆陆续续 单子 六百多 号 哈哈哈 尝试 新品 貌似 夏日 炎炎 葡萄汁 冰 好喝 一杯 挺 
50,龙之梦 地下 二层 装饰 很小 清新 新出 冬日 暖暖恋 茶 每一款 感觉 超 好喝 喝 椰町红 丝绒 很赞 椰子 味道 牛奶 粉色 少女 心 爆棚 好喝 焦山 抹 茶 地下 布丁 香蕉 味 奥利 奥 味道 超赞 香蕉 感觉 白桃 乌龙 相比 下次 试试 杏仁 那款 
50,龙之梦 地铁 号线 号线 直达 直通 商场 内部 交通 商场 内茶 饮 美食 购物 这家 店 芭乐 饮品 做 不错 原先 几款 新品 品尝 用料 实在 这款 冰 口感 配着 脆脆 芭乐 果肉 营养 颜值 很赞 推荐 
40,称得上 人潮 涌动 龙之梦 层 初茶家 柜台 面积 茶 空气 差 放弃 奶茶 挑 人气 担当 白桃 绿茶 收银 小哥 仔细 问 冰块 甜度 冰 七分 糖 感觉 五分 清新 适合 闷热 初秋 
40,新出 芋头 那种 奶茶 芋头 季节 热饮 很接 大风 天气 喝热 挺舒服 点 芋头 那款 配 鲜奶 加 珍珠 吃 还好 不算 太饱 甜度 选择 半份 太甜 好喝 一款 饮品 芋头 季节 下次 会选 这款 
50,路过 恋暖 发现 初冬 新品 看着 暖洋洋 岚山 姜茶 初冬 奇妙 新品 橙子 生姜 奇妙 口感 碰撞 这天 凉 要来 一杯 暖 暖 身子 红番 茉莉 这杯 层次 番茄 颗粒 酸酸甜甜 茉莉 茶底 口感 清新 点 热 喝 舒服 
40,虹口 龙之梦 层 吃货 聚集地 几家 装修 空气 依然 暖 暖 闷闷 长时间 停留 逛 久 目测 喝 奶茶 主打 特色 来到 这家 布置 很漂亮 干净 菜单 新 变化 点 巧克力 收银 美女 状态 幸好 比较顺利 地点 制作 饮料 哥哥 小姐姐 忙 外卖 单子 好多 外卖 员 穿梭 递 饮料 美女 姐姐 累 说不出 话 依然 笑脸相迎 服务 不错 哒 热 巧克力 兑水 口感 差 饮料 太高 他家 袋子 喜欢 磨砂 感觉 
40,她家 新出 一系列 水果 茶 系列 颜色 好看 搭配 美腻 狐狸 这款 最新 浅草 红心 番石榴 樱花 珍珠 蜜桃 味 冰沙 出品 粉 粉色 系列 底下 红心 番石榴 樱花 珍珠 轻柔 果香 吃 弹性 十足 颜色 冰沙 鲜红 妥妥 颜值系 顶部 还入 两块 西瓜 西瓜 莎 莎 口感 融入 冰沙 之内 喝 辍 这两块 西瓜 感觉 特别 赞赞 一款 粉嫩 少女 心 新品 喜欢 宝宝 可入 出品 实物 粉嫩 拍照 实物 美 挺 好看 说 店员 配合 打包 拍照 拍 懂 哈哈哈 
40,店铺 位于 西江 湾 路 号 龙之梦 购物中心 座层 层 天气 闷热 寻觅 解渴 店铺 逛 一圈 最终 选 这家 浅草 红心 番石榴 樱花 珍珠 蜜桃 打成 冰沙 做成 分层 美感 粉色 樱花 珍珠 很漂亮 番石榴 蜜桃 综合 口味 暂时 忘记 炎热 服务态度 不错 拍照 先 打包 
40,国庆 电影 前 买杯 饮料 这家 会员 第一次 尝试 巴黎 玫瑰 抹 茶 玫瑰 味道 很淡 抹 茶 效果 半夜三更 睡不着 服务 点单 旁边 两个 姑娘 挤过来 抢先 买单 眼 服务员 很淡 定地 姑娘 买单 
40,一家 光顾 奶茶 店 姐姐 晚餐 指定 这家 奶茶 珍珠 第一次 龙之梦 买 这家 装潢 店 暖色调 名字 暖 暖 哒 感觉 点单 小姐姐 细心 问 甜度 冷热 冰要 奶 家有 鲜奶 先 健康 家 白桃 绿茶 爱 很小 清新 换 鲜奶 奶茶 失望 味道 
40,听 朋友 亲说 恋暖初 茶 好喝 试一下 草 感觉 拔 草 种草 点 看小红 书上 推荐 浅草 说 好喝 样子 好看 照片 饮料 粉 珍珠 粉色 真的 巨 吸引 毫无疑问 我点 做 摆在 眼前 卖相 巨 嫌弃 饮料 颜色 真的 好丑 食欲 服务员 说 粉色 珍珠 断货 断货 换 一款 爆爆珠 口感 喝 原因 味道 真的 难以启齿 真的 喜欢 对恋 暖 第一 感 破灭 朋友 说 喝 矮 杯子 那款 说 味道 不错 下次 也许 还会 尝试 
50,秉持着 饮品 店 鉴定 初衷 百忙之中 抽空 打卡 这家 店名 念 顺溜 点评 里 搜索 打卡 店名 读法 顺序 哈哈哈 几个 排队 点 一杯 粉粉 饮料 慰劳 过节 前 心情 哈哈哈 见图 
30,秋冬 新品 颜色 超美 想 试试 选 抹 茶 太 甜腻 藏 蛋糕 布丁 蒟 蒻 想 喝水 抹 茶 味道 浓郁 抹 茶 粉浮 入口 不佳 挑剔 太甜 选 甜度 凭着 颜值 搭配 想 机会 还会 试试 口味 
30,这家 奶茶 店 分店 挺 第一次 喝 这家 店 奶茶 想 试试看 味道 龙之梦 奶茶 店太多 哪家 好喝 这家 店门 面 干净 清新 风格 点 黑糖 珍珠奶茶 半糖 但太淡 鲜奶 味道 失望 
30,想 喝 饮料 健康 下层 店名 日式 风 主打 茶系 柜台 显示 后点 青森 果茶 热量 少 解渴 营养 点单 后现 做 避开 用餐 高峰期 排 很长 队 满满 一大 杯 打包带 走 手 拎 袋 感觉 奇妙 弹性 饮料 微冰 感觉 完 正餐 消食 健康 感 
50,听说 新出 黑糖 珍珠 好吃 赶紧 班 买 一杯 限量 红 丝绒 黑糖 珍珠 新出 杯子 喜欢 手感 说 回 奶茶 一层 厚厚的 奶盖 撒 几片 玫瑰 花瓣 好看 口感 很甜 喜欢 下次 试试 二个 口味 下线 
40,喝过 恋暖初 茶 包括 新出 黑糖 款 感觉 好喝 盐烧 岩芋 奶盖恋 茶 喜欢 香芋 味 喝 热 尝试 冰 不错 感觉 量 点 一会 喝完 人不多 
30,浅草 喝 第二次 浓郁 水果 清香 粉色 珍珠 类似 鲜榨 果汁 浮沫 细腻 喝 总会 剩下 珍珠 吸 巴黎 玫瑰 抹 茶 铁 玫瑰 香 盖住 爱 抹 茶香 点 冰 饮 入口 味道 淡淡的 后续 味道 席卷而来 感觉 不错 喜欢 抹 茶 
40,第一次 喝 味道 不错 店员 服务 耐心 问 口感 甜度 耐心 回答 位置 龙之梦 往里 走 装修 格调 品牌 统一 调性 偏亮 偏 纯色 点评 扫码 活动 记得 扫码 点单 
40,这家 店 名字 听 温馨 店内 海报 宣传 图 装饰 很小 清新 点 鲜芒 金泽 喜欢 芒果 吸到 芒果 粒 甜 喜欢 味道 款 饮品 形容词 优雅 努力 方向 希望 广告 所说 喜欢 七天 里 好好 爱 喜欢 好看 好喝 饮品 店 下次 试试 口味 
40,这家 茶铺 名字 冬天 温暖 感觉 热 影响 生意 虹口 龙之梦 层 靠近 点 清淡 青森 果茶 适合 夏天 喝 很甜 腻 奶盖 淡淡的 水果 味 香甜 喜欢 
50,进店 分清 两个 黑珠 区别 笑 哭 麻布 黑珠 搭配 奶茶 冲绳 黑珠 搭配 鲜牛奶 哺乳期 自然 选择 鲜牛奶 那款 块钱 真的 不算 便宜 拿到 手 这家 黑糖 牛奶 挂壁 喝过 超 多家 黑糖 牛奶 第一次 喝 挂壁 味道 好喝 原谅 喝 一口 牛奶 黑糖 珍珠 味道 寡淡 黑糖 珍珠 喝 一口 不想 喝 第二口 笑 哭 再试 搅拌 好喝 万事 定性 喝 一口 整杯 扔给 喝去 真的 不想 喝 第三口 
50,喝 樱花 珍珠 爱 死 果茶 超级 喜欢 蜂蜜 分子 真的 很甜 青森 果茶 蜂蜜 绿茶 冰沙 超 好喝 冰沙 好像 下架 点 外卖 尝 奶茶 果茶 满分 地下 真的 热 每次 久 
40,买过 饮料 茶类 好喝 是因为 公众 号 抽到 免费 新品 试喝 感觉 商家 活动 换 好几个 工作人员 确认 活动 一会儿 醉 排队 确实 不太好 总算 确认 完毕 兑换 新品 浅草 一夏 粉粉 颜色 就让 舒服 喝 确实 很棒 适合 夏天 爽口 冰沙 好评 
50,休息 朋友 玩来 虹口足球场 龙之梦 家 店铺 买 一两杯 白桃 绿茶 少冰 半糖 清爽 解渴 微笑 好像 新品 秋冬 季节 下次 喝 环境 地点 潮品 挚尚 旁边 服务 小姐姐 服务 
50,天天 嚷 减肥 奶茶 绊脚石 龙之梦 购物中心 逛逛 走到 恋暖初 茶 喝 一杯 点 一份 荞麦 水果 茶 特别 颜值 一款 颜色 很漂亮 喝 喝 果味 撒 一层 荞麦 碎 一杯 喝完 喝 服务 挺 做好 套杯 套 打包 出单 一点 墨迹 
40,这家 奶茶 店 喝 网红店 味道 依旧 很棒 不用 排 很长 队 盐烧 岩芋 奶盖恋 茶 那种 无糖 甜 喝喝 无糖 图中 新品 名字 忘 好像 樱花 反正 味道 不错 特色 一家 奶茶 店 
40,恋暖初 茶 口味 清新 每次 不想 喝 太 腻味 奶茶 选择 喝一杯 果茶 青森 果茶 推荐 青森 果茶 点 一杯 预点 活动 减免 块钱 喝 凤梨 雪岩 青森 果茶 口感 菠萝 凤梨 果肉 甜甜 哒 
10,点名 批评 收银 小哥 第一次 店 吃 问 冰沙 产品 小哥 说 巧克力 冰沙 宣传 板上 东西 说 点板 凤梨 说 冰沙 点 爱知 葡萄 下单 扫 二维码 买 发现 美团 支付 优惠 服务员 态度 漠然 强行 解释 说 等候 半小时 取餐 拿到 爱知 葡萄 冰沙 实在 太气 
50,路过 虹口 龙之梦 想 喝杯 饮料 想到 这家 店 五角场 关门 平时 喜欢 芋头 系列 点 一杯 招牌 岩芋 奶盖 茶 味道 喝 真的 惊艳 芋头 打得 很细 融合 奶茶 里 一层 咸口 奶盖 超 好喝 喜欢 
30,很久没 喝 喝一杯 点 白桃 绿茶 半糖 味道 依旧 每家 恋暖初 茶 价格 不算 便宜 人气 高 一款 葡萄 果肉 味道 两款 点 新品 尝试 味道 
10,饿 上点 这家 恋暖初 茶 吃 订书机 钉子 真的 恐怖 特别 长 钉子 喝下去 金属 东西 真的 喝下去 毒 小孩子 喝 后果 不堪设想 说 钉子 句 火气 真的 说 喝下去 想 医院 换人 打电话 区域经理 真的 奇怪 放进去 喝 包装 塑封 钱 放 钉子 喝 
50,每次 点 奶茶 纠结 晓得 点 没选奶 盖 系列 点 貌似 新品 青森 果茶 朋友 点 白桃 绿茶 貌似 水果 茶 讲 甜度 好喝 好奇 草莓 撩上来 吃 酸 朋友 白桃 绿茶 感觉 茶味重 奶茶 少 喝 水果 茶好 
50,总 恋暖初 茶 虹口 龙之梦 店 来福士 家 好喝 料 足 七月 初茶 喜欢 喝 浅草 番石榴 青森 果茶 柠檬 小青橘 柚子茶 果粒 新出 黑糖 牛奶 好喝 花 香香的 走过 路过 别错过 
40,服务员 态度 环境 装扮 清新 主动 告知 优惠 原价 元 微信 优惠 元 茶品 色 做 诱人 味道 尚可 价格 小贵 冰 茶品 选择 少 希望 创新 新品 多一点 选择 配套 活动 多一点 完美 
50,下午茶 首选 品种 还算蛮 品尝 过盐 烧岩芋 奶盖恋 茶 棉花 糖 比利时 巧克力 人气 品种 选择 蔓越 樽 糖分 选择 倒 甜 是因为 水果 酸味 中 口感 清爽 量 足 感觉 喝 久 
30,一家 开 龙之梦 地下 茶叶 感觉 买 喝 奶茶 奶茶 口味 评价 推荐 家 棉花 糖 比利时 巧克力 玄米 抹 茶 铁 听说 不错 家 试吃 那首歌 
50,工作日 中午 周末 超级 点 青森 果茶 蔓越 樽 果茶 糖 口感 不错 清爽 好喝 蔓越 樽 冰沙 一听 名字 蔓 越莓 口味 颜色 很漂亮 味道 挺不错 工作日 人不多 速度 服务 不错 
50,来到 龙之梦 吃 完 晚饭 来到 层 转转 想 喝 饮料 想要 健康 选择 这家 恋暖初 茶 老婆 点 一杯 浅草 破壁 机打 番石榴 汁 果汁 厚 味道 清爽 这家 店 满满的 日式 装修 风格 
50,品尝 新品 颜值 吸引 特地 选 平时 吃 口味 葡萄 味道 不错 冰沙太多 口味 变淡 吃 淡 冰水 第一 口感 不错 茶铺 茶 味道 淡 奶盖 味道 还行 颜色 挺 漂亮 
10,地下 二楼 逛 一圈 最属 恋暖初 茶 好喝 令 惊呆 喝 最难 喝 一共 点 两杯 第一杯 想 点 饮料 口味 再点 一杯 喝过 葡萄 喝 一口 全是 奶盖 喝 一口 奶盖 一杯 葡萄 大半杯 葡奶 盖 员工 偷工减料 假 恋暖初 茶 再也不会 龙之梦 喝 茶 
40,这家 饮品 店 龙之梦 不算 生意 没见 大排长龙 商场 里 选择 太 估计 特别之处 蓬头 这家 店 选择 还算蛮 名字 不错 装修 干净 整洁 饮品 质量 过关 口感 用料 新鲜 总体 不错 
40,昨天下午 虹口 龙之梦 唱歌 前 买 杯 白桃 绿茶 抹 茶 感觉 白桃味 饮料 更纯 香 淮海路 店 饮料 价格 要贵 一倍 不知 真是假 环境 不错 性价比 蛮高 地理位置 靠近 三号 线 八号 线 虹口足球场 站 
30,环贸 喝 淮海路 喝 虹足 喝 口味 质量 依次 递减 环贸 味道 香芋 味道 浓郁 奶盖 好喝 淮海路 员工 服务 不怎么样 奶盖 还给 做 错 味道 行 虹足 服务员 态度 味道 真的 不怎么样 口味 太稀 奶盖 味道 不重 一点 不甜 两家 太 甜 
50,真的 圈粉 每道 饮品 纯正 水果 做成 冰沙 配 小粒 珍珠 真 可谓 驱走 无尽 炎热 高温 颜值 更是 无可挑剔 一朵 小花 一块 瓜果 瞬间 饮品 变得 美丽 
40,店 喝 青森 果茶 不死心 终于 正好 龙之梦 喝 选 糖度 冰 涩味 好喝 相比之下 喜欢 爱知 葡萄 浅草 感觉 杯子 特别 还放 水果 情况 下茶 更少 反正 不太够 喝 
50,第一次 喝 恋上 龙之梦 位置 格局 蛮大 饮料 速 图二是 夏日 冰沙 系列 图 中 巧克力 冰沙 不错 不错 下次 还点 家 百香 青柠 必点 上次 七分 糖 选 接受 没太大 区别 
30,第一次 尝试 恋家 鲜 牛乳 茶 中 红茶 纯牛奶 茶 饮店 鲜奶 国外 不知 名牌 子 纯牛奶 口感 难以形容 寡 淡如水 茶味 奶味 失败 三星 感情 他家 宇治 抹 茶 玄米 茶 开业 喝 
40,龙之梦 人气 字来 形容 旺 虹口足球场 球赛 众多 劳模 人群 初拥 龙之梦 中 人头 涌动 龙之梦 恋暖初 茶 生意 旺旺 抹 茶 奶盖 梨山 绿茶 选择 分糖 暖暖的 绿茶 暖心 暖 胃 奶盖 惊艳 尝试 
40,迷恋 黑糖 牛奶 鹿角 巷 尝试 没想到 恋暖初 茶 黑糖 鲜奶 工作日 午餐时间 倒 排 几个 买 黑糖 紫薯 鲜奶 半糖 真的 挺 好喝 紫薯 味道 浓郁 夹带 黑糖 少许 许 苦味 不错 不错 个人感觉 某角巷 招牌 好喝 价格 不贵 下次 还会 
20,有句 讲句 恋暖 越来越 本来 想 不二 茶铺 想 说 换 试试 恋暖 葡萄 奶盖 忘 奶盖 奶茶 奶盖 难 喝 葡萄 沙冰 鬼 一股 葡糖 香精 那种 感觉 不二 茶铺 桃子 沙冰 价钱 果肉 奶茶 届 大佬 一点点 果肉 便宜 恋暖 倒 蛮有意思 贵 好喝 轻易 换店 尝试 
50,家 分店 饮料店 好喝 完 出错 买 人气 产品 人气 几款 茶 特别 标注 小姐姐 动作 麻利 贴心 哒 问 喝 送 外卖 茶 香甜 奶盖 好喝 下次 喝一杯 茶饮料 
30,上海 热茶 测评 第二站 这家 茶多 没想到 选择 产品 少 冰 饮 菜单 设计 误会 顶部 写 冷 热 有个 冰 饮 写 饮料 右上角 几杯 冰 误会 成 单独 解释 写 冰 饮 饮料 冰 
30,逛街 顺便 买个 奶茶 喝喝 本来 想 喝 巧克力 冰沙 太冰 劝阻 杯 芝士 红茶 红茶 长 绿茶 味道 喝不太到 奶霜 茶 喝完 喝 奶霜 杯口 设计 茶 淡 奶霜 喜茶 浓郁 
40,不知 刮起 一阵 黑糖 风 各大 奶茶 纷纷 新品 恋暖初 茶 黑糖 系列 紫薯 颜色 好看 选 杯 紫薯 黑糖 鲜奶 糖 紫薯 鲜奶 融合 标准 糖 甜腻 珍珠 黑糖 煮 入味 嚼 劲 杯底 黑糖 搅 搅 甜 下次 尝试 两款 
40,奶茶 店 名字 少女 喝 青森 果茶 真的 爱 一款 喝 吐 肯 换点 外卖 要换 一款 推荐 白桃 绿茶 相比 青森 款 口味 清淡 好喝 不腻 溜溜 苦 冰 糖 推荐 
50,平时 吃 完 午饭 家乐福 溜达 路过 这家 放在 桌上 台卡 吸引 这杯 浅草 一夏颜值 高 淡淡的 粉丝 少女 心 毫不犹豫 买 猜测 芭乐汁 底下 沉着 粉色 珍珠 甜味 水 味道 倒 甜 挺 清新 照片 旁边 几瓶 果味 茶 下次 试试 
40,同事 组织 下午茶 自然 选 这家 招牌 盐 烧岩 芋艿 盖恋 茶 评价 说 一杯 香芋 杯 对此 期待 拿到 后尝 味道 确实 浓郁 香芋 甜味 微咸 奶盖 恰到好处 融合 喝 一口 无比 幸福 味道 
40,连锁 牌子 饮品 喜欢 每次 路过 光顾 旁边 吃 牛蛙 排队 先 买 饮料 新出 巧克力 三重奏 雪沙 味道 不错 巧克力 味道 浓 碎 巧克力 吃口 不算 很甜 适合 夏天 喝 这家 饮品 品质 失望 
50,一如既往 爱 她家 盐 烧 岩芋 奶盖恋 茶 专一 办法 喜欢 每次 直冲 她家 菜单 只点 这款 想着 尝试 新品种 喝过 款 点 冷 好像 喜欢 热 
50,服务 收银 小姐姐 做 饮料 男生 颜值 高 带有 淡淡的 妆容 说话 客气 礼貌 环境 虹口 龙之梦 地下 二层 手动 扶梯 下楼 右手边 走 汉堡 王 开放式 座位 口碑 半价 购入 百香 青柠茶 没想到 出奇 好喝 糖度 选择 刻意 无糖 柠檬茶 类 饮料 半糖 偏酸 糖 就行了 夏天 喝喝 柠檬 系列 饮料 负担 买 喜欢 这款 口味 
30,来福士 底楼 恋茶 全部都是 小吃 抹 茶饮料 晚 排队 买 这家 饮料 点 一杯 抹 茶 黑糖 珍珠 鲜奶 茶 拿到 手上 珍珠 热热 真心 太甜 想 服务员 帮 调整 糖度 说 调整 黑糖 珍珠 太甜 真的 甜 喜欢 喝甜 饮得 一杯 德 饮料 不算 便宜 抹 茶味 重 口味 依稀 厚重感 希望 改良 糖度 调整 蜂蜜 调整 黑糖 味道 降低 糖分 比重 更好 
30,坐标 虹口 龙之梦 太久 没来 恋暖 发现 包装 变化 夏季 杯子 换成 透明 色 清新 感觉 月初 魔 暑意 点 久违 手作 紫芋 鲜 牛乳 照例 冰 无糖 芋头 泥 质量 一般性 干 散 量 饮品 中 喝 芋头 味道 北海道 布丁 好评 甜腻 嫩嫩的 滑爽 
50,恋暖 黑糖 奶茶 奶茶 不欢 试一波 说 这波 新品 颜值 高 三种 口味 厉害 喜好 排 顺序 紫薯 黑糖 珍珠 鲜奶 抹 茶 黑糖 珍珠 鲜奶 红 丝绒 黑糖 珍珠 鲜奶 我能 说 太 喜欢 紫薯 拿到 手 底下 黑糖 热 糖分 固定 搭配 冰 一杯 下肚 管饱 晚饭 喜欢 口感 一点 选红 丝绒 有股 淡淡的 玫瑰 香 喝前 先 混合 光吸 底下 黑糖 甜 
50,路过 龙之梦 口渴 恋暖初 茶 推荐 尝 点 芝心 奶盖 金萱 乌龙茶 茶 无糖 清爽 奶盖 咸咸的 芝士 奶盖 奶盖 爱好者 抵抗力 奶盖 乌龙茶 完美 茶 正好 解了 奶盖 腻 
50,记得 第一次 虹口 龙之梦 喝 恋暖 蔓越 樽 这是 当季 新品 点单 全看 颜值 加 珍珠 随便 点 必加 哈哈哈 哈哈哈 踩 坑 回购 服务 服务态度 耐心 告诉 奶茶 配料 环境 清新 店 女朋友 喜欢 风格 
50,号线 直达 商场 几年 前 喝 宇治 抹 茶 一发 不可收拾 样子 走过 路过 错过 点 杯 宇治 玄米 抹 茶加 抹 茶 奶盖 元 特别 喜欢 咬 玄米 脆脆 硬硬 整杯 抹 茶 香喷喷 
40,第一次 尝试 每次 路过 尝 两个 人气 单品 火龙果 荔枝 番石榴 红 珍珠 颜色 好看 口感 偏 水果 茶 感觉 很甜 感觉 好喝 买单 点 感觉 不错 一家 喝茶 地方 不错 
50,小奥 美食 记 第几次 喝恋 暖 每次 新 发现 龙之梦 喝 恋暖 人气 挺 排队 分钟 点单 小姐姐 耐心 推荐 家 浅草 喝 喝 颜值 高 浅草 颜值 高 味道 珍珠 粉色 满满的 少女 心 机会 一个个 喝 颜值 太高 
40,热夏 炎炎 苟到 懒得 写 点评 终于 恋暖初 茶 新品 冰沙 忍不住 写 两个 字 失望 三个 字 贼 难 喝 兄弟 抹 好感 侬 搿 辣盖 坍 冰沙 招势 侬 晓得 伐 信 邪 这是 冰沙 天 真的 这比 喝 最稀 星巴克 星冰乐 过分 一杯 水来 真的 怀疑 放 冰块 店员 小姐姐 说 这是 一杯 火龙果 混合 荔枝 口味 冰沙 不吃 荔枝 火龙果 接受 长得 好看 粉红色 买 没想到 这杯 东西 全部都是 荔枝 味道 火龙果 颜色 火龙果 颜色 之外 仿佛 失 智 室友 加 樱花 珍珠 珍珠 口感 说 世界 茶 饮 嚼 劲 好吃 尝试 感觉 味道 荔枝 盖住 这杯 东西 热 天 真的 要命 太腻 太甜 充满 香精 口感 反正 公众 号 推 东西 三思而后行 喝 
50,这家 茶 好喝 夏天 果茶 每次 排队 比喜 茶 好喝 价格 不错 推荐 青森 果茶 蔓越 樽 新鲜 水果 做 卫生 全国 家店 服务态度 不错 生意 同事 买 高端 茶 饮 
50,虹口 龙之梦 陆陆续续 好几家 饮品 店 几天 几张 买一送一 优惠券 于恋 暖 茶 问 买一送一 限于 同款 饮料 抹 茶 奶盖 不错 点单 三分 甜 不爱 吃糖 太淡 平时 三分 糖 朋友 增加 半糖 
40,去家 龙之梦 陪 小朋友 上课 顺便来 一杯 点火 排队 挺 环境 挺 清新 感觉 暖 暖 哒 服务 忙 不错 笑嘻嘻 产品 点 一杯 芝士 奶盖 御前 红茶 听 朋友 说 挺 好喝 挺 好喝 
40,下班 路过 虹口 龙之梦 想买杯 奶茶 这家 恋暖初 茶 几个 排队 有人 气 样子 选择 买 一杯 板栗 奶盖恋 茶 几分钟 很快 茶 做好 选择 半糖 很甜 口感 正好 茶 栗子 碎 粒子 不错 奶 香味 浓郁 喝 感觉 不腻 喜欢 家 
40,喝 家 奶茶 金 虹桥 月光 买 抹 茶 樱花 珍珠 印象 挺 新品 葡萄 奶盖 忍不住 买 两杯 试试 类似 某茶 酪 酪 茶 葡萄 碎冰 奶盖 味道 浓 整体 味道 不错 服务员 还给 试 饮 名字 忘 芭乐 做 味道 挺不错 
