name,comment_count,comment_star,comment_description,cus_comment
,,50,口味：非常好 环境：非常好 服务：很好,这家店的环境真的是很棒！落地窗户，光线很好，而且很小资，绝对是拍照首选地方。奶盖饮料是我的最爱，我最喜欢草莓🍓桃桃 ，微甜中带点酸，味道棒棒的！表面的奶盖我更爱！奶味十足！把这些融合在一起喝味道真的是太美妙了！
,,50,口味：非常好 环境：非常好 服务：非常好,今天来到了奈雪长风大悦城店，是朋友介绍的，说里面的果茶和水果面包不错，很好吃，今天带着宝贝和先生一起来选购，店面很好找，就在HM对面很不错的一家店，店面看上去就不错，环境舒服，有休息区，工作人员也很热情帮忙拿了面包，面板也切好分成了2份，今天点了一个草莓魔法棒和一杯霸气芝士草莓，草莓配草莓！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：55元,逛完对面公园过来买杯饮料和面包，芝士草莓一如即往好喝，本来想选有款红色带根管子的面包，但是晚上要跟朋友聚餐，想着还是买款可以大家一起分享的芒果法棒吧。。一切四包装精美，晚上直接被朋友分光，一口都没留给我朋友说之前去无锡看到那边奈雪排长队，饮料区和面包区还是分开排队的，今天终于吃到了本尊了，果然味道不错。
,,20,口味：一般 环境：一般 服务：一般,在隔壁参加跨采中心的活动，间隙过来买杯饮料。周五的下午以为人不是很多，但是碰到前面有一笔10几倍的大单。现场简直可以用混乱不堪来形容。外卖员像催命一样的在催，服务员只有1.2个人在做，一个收银的妹子，一个出单员，2个人在做。外卖员催的场面要爆炸了，我在旁边等了也不敢说话，最后我旁边的女的也实在忍不住了也一直在催。在做的员工也是忙的不可开交，饮料一壶下去全部溢出来碰到手，全靠出单的姑娘在擦。如果是外卖可能眼不见为净，但是毕竟是开放式的制作现场，这个卫生情况真的让人冒汗，至少看到的感觉不是很好。真的太混乱了，不知道为什么安排那么少的人 ，员工做死，客户等死。2边的人都不满意。
,,30,口味：很好 环境：很好 服务：好 人均：0元,这家网红小店只在成都喝过一次今天正好碰到，尝试一下～霸气橙子，霸气芝士草莓…霸气橙子点的少糖…稍微有点emm淡…但不应该啊……这味儿不应该是甜味呀…芝士草莓同事说有点腻，可能带着下面的草莓冰沙会好一些～
,,40,口味：很好 环境：非常好 服务：很好 人均：30元,开在大悦城一楼，从停车场走进来时正好路过，生意不错，始终有几个人在排队，但是不会等很久，通常看到排长队就没有任何兴趣了～。  儿子想吃有冰激凌的，问了一下只有当季新品冰激凌绿宝石里面有冰激凌，其它都不能加冰激凌只好点了这个，味道真心一般般，有些寡淡，不是我的菜～
,,40,口味：很好 环境：很好 服务：很好 人均：0元,每次来长风大悦城基本上都会买杯奈雪的茶，店挺大的，环境挺好的，亮堂宽敞，还有好多可以休息的座位，逛累了歇歇特别好。。看到店里出了新品蜜瓜绿宝石，立刻点了试试。果然觉得很喜欢，蜜瓜味道很香，下面的白珍珠也很好吃，一杯下去好饱的哈哈。
,,50,口味：非常好 环境：非常好 服务：很好 人均：0元,一家很棒的面包店，再看了鱼子酱的测评之后就去买了，不过胃口有限没有买太多，买了一个金枪鱼的和草莓的，总体面包很软口感很不错，还点了饮料尝试，芝士的口感很棒，是我喜欢的那种，下次还会过来购买，装修德也很好看
,,30,口味：好 环境：好 服务：好 人均：25元,工作日 没什么人店里 [微笑]。吃完饭前经过 [微笑]。个么顺便帮爸妈买个早饭 [微笑]。现在外面都是软欧包 [微笑]。买了一个蔓越莓 一个芋头[微笑]。本来想给四星的 [微笑]。看看芋头包里面不敦实还卷着面包 [微笑]。没什么诚意啊 [微笑]。价格似乎也没什么优势 [微笑]
,,50,口味：非常好 环境：非常好 服务：非常好,也是家网红奶茶店，刚开业的时候要排很长的队，路过长风大悦城就顺手买了这家奶茶和榴莲🍞。芝士桃桃莓芝士好厚，莓果味道也特别浓郁～一口茶一口榴莲包，完美。。榴莲包里的榴莲味好重，店家还提供切包，因为奈雪家的面包都很大，切开可以大家一起品味，带了些回去给家人吃，家人也赞不绝口😄。店的名字也特别日系，下次还想试试其他口味的茶。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,奈雪の茶开发了30多款口味的茶饮，其果茶与鲜萃茶最受欢迎，价位在10几元到30元不等。其茶叶从世界各地精选出来，其中台湾茶最多，如有来自台湾阿里山区的清心乌龙、蜜香乌龙、德国的玫瑰乌龙、杭州的西湖龙井等，还有兰红茶红茶、日式煎茶等品类。作为奈雪的主打产品之一，软欧包也是奈雪的独家特色，100多种口味每月轮换，价位在几元到二十几元不等，現在正攪活動 辦過39元會員卡 就免費一杯飲料 再有一張買一送一劵。。其火爆的玫瑰、抹茶芝士味、奥利奥夹心味、榴莲味、南瓜牛奶味、蓝莓味等欧包备受消费者的喜爱。本人最愛芝士芒果
,,30,口味：好 环境：好 服务：很好 人均：45元,🌵🍀🌵性价比不高的网红🌵🍀🌵。在深圳光顾过一次，这次在吃凑凑正好看到。。买了奶茶，面包。。单价均在20元左右。。买了之后去了滨江大道散步～。很失望。草莓🍓很酸，奶油又很甜，不搭配。。🍩小朋友，只吃了一口，就不要了。。他的最爱，甜甜圈🍩，他只吃了一口～。奶茶，不值一提～。网红，嗯，也是有一次性的。。个人口味，仅作参考。🌵
,,50,口味：非常好 环境：非常好 服务：非常好 人均：32元,[环境]长风大悦城这里开的网红店，到了晚上人就不算特别多，正好坐坐喝喝茶是不错的选择。。「霸气芝士草莓」他家出名的都是水果茶系列，所以点了招牌的饮品，注意只能是冰饮，但是可以让他们帮忙做去冰。草莓的酸跟芝士的咸正好对冲，产生既开胃又浓郁的奇妙感觉。
,,40,口味：好 环境：很好 服务：很好,之前一直听朋友说好喝所以特地驱车过来，到的时候大约八点半，店里几乎没什么人，买了三杯不同口味的饮料。从点好到拿到大概一刻钟的样子，不知道是不是少冰的原因，三杯都感觉好淡，而且芝士稀薄，老实说觉得真不如喜茶，特地排队就没必要了
,,40,口味：很好 环境：很好 服务：很好 人均：0元,长风大悦城真的好冷清，每次来都没啥人，导致这家奈雪也没啥生意，店面很大，装修的蛮小清新的，面白也只有两三个，饮料点了冰淇淋绿宝石和霸气芝士草莓，蜜瓜不是很甜，下面是透明的珍珠，比较清淡，芝士草莓更好喝一些。。。
,,40,口味：很好 环境：很好 服务：好 人均：0元,大悦城的奈雪，人气很旺，不，应该说每家奈雪人都很多，也算是网红奶茶面包店了。。喜欢他家的饮品胜过欧包，虽然欧包样子都做的不错，看上去很有食欲；但是味道感觉一般，也不如乐乐茶的。饮品都还不错，人手一杯，料足味道浓郁。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,奈雪是当下网红店里的一股清流~没有随波逐流，反而坚守自己，一直用当令水果做饮料，欧包也是料满满，环境也很舒服，服务也十分到位，拿欧包的时候，会有专门的服务员帮忙拿起来，防止欧包变形，这次办了会员，会一直光顾
,,40,口味：好 环境：很好 服务：好 人均：0元,作为一家网红店倒是从来没去过，晚上没有买到网红魔法棒面包只买到普通的面包味道一般，哈密瓜味道的新品饮料味道也挺一般的，价格小贵要30/杯～感觉也没啥特别的…另外虽然晚上人并不多但是做饮料真的是挺慢的等了好久才做完我们的饮料…
,,30,口味：好 环境：好 服务：好,也算是网红店了，这家生意不算很火爆吧，可能在大悦城背面也有关系，服务态度也就这样了，不冷不热的，在么什么人等候的情况下，你不问，她也不会告诉你办一张39块的会员卡，可以享受一张买一送一券，还有一张赠饮券。
,,40,口味：很好 环境：非常好 服务：很好 人均：0元,国庆节假日里去的 人不算多 大家都闲散的坐在能晒到太阳的地方 环境很好 干净 敞亮 服务员不停的推面包出来 面包都是走萌系路线的 看着就很有吸引力呢 饮料来的比较慢 需要拿提示器 这点估计还要再提升一下 芝士草莓 酸酸甜甜的 还蛮好喝的 不喜欢酸味的必要点
,,40,口味：很好 环境：很好 服务：很好 人均：0元,奈雪的茶现在有会员制啦，喜欢喝这里的茶所以果断办了一张，会员卡39元一张里面包含一张开卡茶饮免费券，一张开卡好友券（任意茶饮或者软欧包买一送一），性价比还是不错的，今天买了一杯霸气橙子25元送了一个面包24，霸气橙子清爽解饭后油腻，面包放在第二天当早饭，一举两得，下次还会再来的！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,里面环境真的很好！喜欢这样的小店，真的好想问下可以加盟吗[奸笑][奸笑]？真的是太喜欢里面的风格了，榴莲包每次必买，真的恨不得自己可以长十个胃。店里的产品希望可以多点小面包，个人感觉，因为可以直接吃比较方便懒到没朋友……
,,50,口味：很好 环境：非常好 服务：很好,早听说网红奈雪，但是一直没有尝过，今天尝个鲜。。网红蜂蜜白珍珠已经卖完了，尝了「霸气绿宝石」是哈密瓜味道的，非常清爽，也不是冰沙。不会很冰。。店里环境其实蛮好的，就是客人太多，来不及收拾，有点脏。。面包种类超多，下次来尝尝珍珠奶茶包。哈哈。
,,40,口味：很好 环境：好 服务：好 人均：0元,来的时候八点多了没啥人。新品冻顶乌龙黑珍珠奶茶实名制推荐！！好喝！！上面的奶茶不甜，珍珠挂了黑糖，搅拌开了之后甜度正好！！推荐！下次想尝试芋泥白珍珠～。新出的奶茶软包味道也不错，可以先吸面包里的奶酪珍珠～周围的边有椰蓉夹心。梅菜肉肉可能是冷的原因没有想象中的好吃哎
,,40,口味：很好 环境：非常好 服务：很好 人均：0元,打卡长风大悦城 。奈雪的茶 。晚上六点多去的 没有排队 店内也只有三两个人。在挑选面包 选了两杯饮料 霸气柠檬和霸气西柚。口感一般般 没有特别的好喝 值得一提的是店里环境不错 这次因为要上楼吃晚饭了 所以没有尝试面包 下次一定来试试
奈雪の茶(中海环宇荟店),110条,40,口味：很好 环境：很好 服务：很好 人均：22元,开在环宇荟的一家网红的奶茶欧包店，地铁9号线马当路5号口出来就是，非常方便，而且这家店也在公司，也经常会和同事来买！。现在她们家有办会员卡，奈雪门店通用，同事办了，我没办，39一张，里面会送券！。最近出了新品，点了珍珠系列的新品，味道一般，没什么突出，奶味也不是很足，感觉价格有点小贵！
,,30,口味：好 环境：好 服务：好 人均：0元,听说是家网红店，那咱也去凑凑热闹，挑了个大晚上去的，因为排队实在吃不消。点了杯销量还不错的霸气绿宝石，就是哈密瓜茶，说实话，哈密瓜的果肉还是能吃到的，但平心而论，要说这茶真有什么过人之处，也没法说清。。他家的面包看上去还是蛮诱人的，下次有机会再去尝试一下吧。
,,40,口味：很好 环境：很好 服务：好 人均：0元,这家的人不算很多 排队几个人 但是做饮料的时间要等很久 买面包先买单再切 要排两次队 有两层楼 楼上的空间还是蛮大的 落地的玻璃窗 可能因为新店员工有点少 楼上打扫卫生收拾桌子什么的都不大及时 显得有些脏乱。。【草莓魔法棒】上面有五颗草莓🍓现在不是草莓季 略微有点酸 一根切成四块分装在两个盒子里避免压坏 这个不错 整体就是草莓味 有些偏甜 感觉像是草莓香精味 有些失望。。【吸吸黑珍珠】是新品 样子很可爱像一个飞碟🛸上面还插了一根吸管方便吃 打包的时候吸管会扔掉但会另外附送 面包边里有椰蓉 但不是很多 中间吸上来的类似卡仕达酱 珍珠蛮糯的 但是奶茶味不是很正。。【冰激凌绿宝石】🍈最上面是冰激凌 但有些融化了 刚开始还以为是奶盖 下面是甜瓜泥 很纯的甜瓜的味道 感觉没有额外加糖 最下面是白珍珠 糯糯的。。【鲜牛乳黑珍珠】🥛就是牛奶加黑糖珍珠 珍珠也很糯 黑糖让牛奶也变得甜甜的 中规中矩
,,40,口味：很好 环境：很好 服务：很好 人均：0元,吃完火锅来的 点好了拿牌子等 店很大但是空位子没有 喜欢在外面办公的人真是很多 还看到有人带了麻辣烫的外卖进来 还好没看见他们在店内吃。。闺蜜说比喜茶好喝 果然！霸气芝士莓莓里主要是紫葡萄我还以为是草莓呢 几口都喝不到茶奶盖真的很醇厚～努力喝到第一口茶的时候觉得真的太好喝了～乌龙鲜奶茶的奶盖上还有一些碎坚果再加上底下的珍珠 哪是一杯茶简直是一道菜啊～。。吃得很饱 我们三个还是把各自的一大杯茶都喝完了 简直是对这家茶铺最高的褒奖
,,30,口味：好 环境：很好 服务：好 人均：33元,▁▂▃▄ 2018 ❤ 遇见 ▄▃▂▁。。ღ 最早开在南京路上的第一百货，依稀记得当时的人流，选购排队、结账排队、装袋排队……总之踏入店门，就是排队~时隔许久，紧邻新天地的广场开业了，没想到奈雪的茶，也入驻在此了~总算能够避开拥挤的人潮，安安心心的逛一番了。。。✑ 商铺沿街，在某个拐角处，店内设有玻璃展示柜，陈列各种面包，兴许是新店刚开业不久，品种和数量都不是太多，另有饮品区和堂食位。。。✔ 超级榴莲王，名字就知道用料之猛烈，榴莲的口感很细腻，绵绵的、软软的，味道也是相当馥郁的。。。草莓魔法棒，一眼就能感觉到深深的罪恶感，但是又让人禁不住浓郁奶香的诱惑，心中的两个小人在打架，买？不买？吃？不吃？最后没抵住诱惑，甜甜的口感，心情都会跟着一同明媚起来~。。✔ 味道尚可，而服务较为一般了，人手很充裕，但大都各忙各的，或者闲聊打闹，略失形象咯~
,,40,口味：非常好 环境：很好 服务：很好 人均：0元,奈雪的茶首创“茶+软欧包”的形式。以名优茶为原材料专注于“用心，做好茶。用心，做好软欧包”。中海环宇荟の奈雪拥有独立楼栋。简约富有设计感的装修。打造高端茶品牌文化。。#冰激凌绿宝石#。季节新品“绿宝石”同样拥有超高颜值。持在手中“霸气”外泄太过耀眼。这杯“珠光宝气”的渐变绿茶饮。（白色珍珠+香草冰淇淋球+蜜瓜+栀子花绿茶）。 拿到饮品记得用力搅拌如同宝石般晶莹剔透。初尝口带着浓厚蜜瓜冰沙沁凉透彻。“珠” 底部白珍珠Q弹软糯，相较于黑珍珠不会那么甜。“光”最上层为香草🌿冰激凌球，代替了奶盖慢慢融化于杯中。“宝”选用当季水果蜜瓜榨汁，喝得到果肉。“气”栀子花绿茶清香。建议少糖，口感丰富的水果&冰激凌茶饮。。#草莓魔法棒#。“一杯好茶，一口软欧包”。选择“魔法棒”系列-“草莓魔法棒”。软欧包添加了草莓🍓粉。粉嫩欧包不愧为网红之一。整颗草莓作为点缀。奶油轻盈顺滑。因不是草莓季味酸
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,就在大马路边，哎，真是不进去都不好意思.在南京东路的那家人还挺多，这里明显清静多了，可能是商场新开张不久，人气还没上来…。走进店铺就有服务员迎上来，服务挺好，推销会员卡，但不强求也不算烦人，只是离家还挺远，没有这个意愿，毕竟会员卡要花钱买…。面包太诱惑人了，每一款都让人垂涎欲滴…哎哟！自己现在的食欲真是大的不长肉都对不起食物…悲伤…一边愁体重一边咽口水…最后还是失去理智买了2个颜值高的面包，事实证明口味很棒哦
,,50,口味：非常好 环境：非常好 服务：很好,看了朋友圈的推文和同事的推荐，就种草奈雪新出的那杯绿宝石茶啦？！乘着周末天气好，来新天地附近逛逛，顺便过来拔拔草。。店铺开在马当路近建国东路这边的中海环宇荟一楼沿街，还是很好找的。。绿宝石茶，口味很清爽，吃的到一些果肉加上自制的珍珠，很有层次感。。芝士火龙果软欧包，造型很像火烈鸟，松软可口，有颜又有味。
,,40,口味：很好 环境：非常好 服务：好 人均：0元,✨2018年10月点评No.11✨。。✨地址✨：中海环宇荟L132—L220。。。环宇荟的这家奈雪环境还真是不错。两层的面积  空间舒服布局合理。。一楼是选购面包和饮料的点单区域。二楼则全部都是顾客入座的休息区。。。装修以白色为主  简单大方明亮。砖红色的楼梯突显了向上空间的延伸感。二楼有四人座、二人座  靠窗可以俯瞰景色。工作日晚上去的人不多   体验感很好。。。点了一杯＃香芋蜂蜜白珍珠＃。鲜奶的白色+香芋的淡紫色+白珍珠的透明色。三色的分层让人颇为好奇  。记住一定要搅拌均匀  。否则未完全化开的蜂蜜会略有齁甜。。蜂蜜使得鲜奶的口味更为甘甜。香糯绵密的芋泥和特别的白珍珠。给味蕾带来了双重的体验感。给心头带去了甜蜜的安心感。。。另外几款珠宝鲜奶茶感觉也不错。下次再找时间去买来试试看吧～
,,40,口味：很好 环境：很好 服务：很好 人均：0元,装修的时候已经打起广告宣传，那时就关注了，离家近不去打卡是不行的。店铺分上下层，环境很好，简单干净的装修风格给人很舒服的感觉，这家好大，二层几乎没人，靠窗位置好舒服，晚上室外也坐着很多人。。面包种类真的很多，有选择困难症的比较难挑。「霸气很荔枝」荔枝肉超级多，喝到最后饮料喝完了，荔枝肉也没有吃完，搭配茶的口感很好，没有选择糖度，正常感觉偏甜了。「霸气杨梅」第二次朋友买给我的，依然是杨梅肉超多，喝到最后都是杨梅肉，个人偏爱这款，夏天喝合适，酸甜的。「芝士茉莉毛尖」这个夏天喝很适合，口感清爽，选的少糖感觉还是有点甜，不喜甜的可以选个三分，上面的奶盖不是很厚重，也不腻口。「精致猪猪」这个个人觉得不好吃，可能不适合我的口味，估计就那造型吸引人，优点大概就是不太甜。「菠菜肉骨头」这个照片没有拍，买完单要去另一边让服务员切一下装袋的，这个味道可以，家人也说不错。他家的饮料有点大杯，不建议吃完饭来喝，喝完差不多也饱了
,,50,口味：非常好 环境：很好 服务：非常好 人均：0元,"去客户那路过这家店，想尝试很久了，拔草拔草。为自己庆生，一杯颜值高的草莓包+一个颜值又有内涵的草莓芝士，足以。。草莓芝士奶茶，首先是赏心悦目，草莓红➕一层厚厚的奶盖，第一口草莓汁的清爽，接着带着极细的果肉，在口中若有若无，转瞬又化了。是不是店明❄️的感觉，奶盖超级棒，看似厚重，但是到口里又不腻很柔滑，微微的咸味，盖住芝士腻味。非常完美。。要了一个草莓包,我当生日蛋糕吃，粉粉的太少女了。店家有专门打包台，两个打包盒，这成本，啧啧啧，服务棒棒的。。因为赶时间，打包的，店面分上下两层，二楼环境不错，虽然匆匆一瞥也是记忆深刻，下次一定再去喝喝茶看看风景。小憩一下午。"
,,40,口味：非常好 环境：很好 服务：很好,亲哥加班后带来的“夜宵”，眼睛一亮👀。。上次在宏伊店看到面包上有虫子放弃购买，但一直念叨，就被记下了，突然送到眼前，惊喜了一下～～[愉快]。。微糖去冰的芝士玫瑰乌龙，玫瑰味柔和了硬朗的乌龙茶，性别“由男变女”，芝士奶盖的质感厚实，快赶上酸奶了（图5），浓郁不腻，待茶底喝完，这块奶盖还未化（图6），如我这般喜欢奶盖的食客一定恋上。。巧克力魔法棒的外形，跟N+的“奥利奥长笛”和MU · Bread的“太阳黑子”很相似，区别在于，夹心内容分别是奶油、乳酪、巧克力酱。。巧克力酱太美味，面包口感太过瘾，说好的晚间吃甜品浅尝辄止的原则一下抛诸脑后，一口气吃了半个！（罪过）。。吃完面包喝完茶，对红店的反感印象又减弱了几分（除了品牌名字）～～
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,深圳先火起来的欧包➕饮品店。最近冰淇淋绿宝石特别火，一开门还没有煮好珍珠，霸气绿宝石也不错。服务员推荐不要用吸管，然而只能喝到浮沫偏苦，换吸管喝下面的饮料，哇，蜜瓜的香甜，好好喝！草莓的欧包！可以现切，还提供一次性手套。口感扎实，香的自然，奶油健康，新鲜的草莓有点儿酸。这家环境挺好的，敞亮！还有二楼！
,,40,口味：很好 环境：非常好 服务：好 人均：0元,🌟💕奈雪的茶💕🌟。口味：⭐️⭐️⭐️⭐️。环境：⭐️⭐️⭐️⭐️⭐️。服务：⭐️⭐️⭐️。。第一次吃奈雪是在人广，这家新天地店马当路5⃣️口上来中海环宇荟商场店就在马路边，我是地下各种绕才找到的，后来发现五号口出来左转就是！共两层楼一楼买面包饮料二楼有座位至少三十个桌子？大的惊人！环境很清幽适合拍照，每个区域风格颜色也不同。。。step：选择面包➡️买单➡️点饮料➡️切面包➡️打包➡️拿饮料。。「草莓魔法棒」。好像是热卖款？买的人比较多！我本来很纠结芒果还是草莓的最后怕上火还是选择了这款，草莓🍓有点微酸，面包个头很长真的是魔法棒，面包体比较有韧劲，奶油不腻还爽轻盈。ps：与其它面包店不同的是它们家芒果司剁碎的像酱，个人比较喜欢大块的诶？。。「冰淇淋绿宝石」💰30。9🈷️4才上市的新品，名字万分“珠光宝气”！小清新的渐变绿色颜值较高，甜度没有问我天真，全糖还是有点甜。。。【珠】即最下层的白珍珠，平时吃的比较少，直径较大，Q弹有嚼劲～。【光】即最上层的香草冰激凌，肉眼可见的香草籽，必须尽快喝我到手没多久就融化了。【宝】即绿宝石哈密瓜，最近季节吃得最多的就是哈密瓜，独特的香气深得我心，所以是季节限定款～。【气】即栀子花底的茶，经过长时间泡出的绿茶与哈密瓜味儿融合，淡淡的清香，喝起来茶味较浓闻起来蜜瓜味较浓，微糖可能会刚好吧。。去的早排队的人不太多，饮料到手也要30min，服务方面还是比较混乱的，切配面包和拿面包的小伙子们态度很好，反而是有个穿制度的头头比较冷漠高傲？气气的昂～话说我上次去被推荐买了39块钱的会员，还是蛮划算的，限量2000个的绿宝石冰淇淋手提袋颜值也够服务方面改进一下就好了
,,50,口味：非常好 环境：非常好 服务：非常好 人均：41元,店都开到公司旁边的地铁站了，不pick一下这家店真的有点说不过去。。。两层楼，方便顾客休息等饮料。店内的装修很简洁，不像其他店那么局促。面包是付款后拿着小票去让店员帮忙切好装盒的。（这里吐槽一位阿姨，买了大概5-6个左右的榴莲面包。人家都提醒了，面包太长太大的，没办法装盒，要切才行。她硬是坚持，说：拿两个袋子一套么好咧，我要送人的，切开来卖相不好的……结果咧？袋子一套好，面包上的霜粉反而都被蹭掉了，根本没什么卖相可言╮（╯＿╰）╭。这么不听人劝的，也是头一次见。）。。吐槽完毕，回正题。「霸气芝士嘿嘿莓」帮同事带的，听说口感可以。本来要求去冰少糖的，店员建议按正常做，更好喝。。。「霸气芝士桃桃莓」吃得到水果果肉，不兑水的那种，口感冰爽，解暑效果达到了。。。「奥利奥魔法棒」由于去的早，看到刚出炉的这一屉，最喜欢的就是这个有巧克力酱的奥利奥魔法棒了。切成小块，装了两盒。。。[服务] 店长是位干练的妹子，由于是新店开业，店内多数是刚招进来的服务员，她又要接待客人又要指导店员操作。难得的是忙中有序，不乱，到店顾客和外卖员取件她都能兼顾到。很有礼貌，点个赞
,,40,口味：很好 环境：很好 服务：很好,作为中海环宇荟率先开张的几家店铺之一，这家店人气还是蛮旺的。。这次有幸中了该店的霸王餐：一茶一包，抽空前去品尝。。这家店的装潢与其它连锁店差不多，清新，简洁，淡雅。服务生各司其职，有条不紊。。一茶：选了霸气芝士嘿嘿莓，一包：选了芒果核桃软欧包。吃后感觉用的食材蛮新鲜的，做果茶的蓝莓，做软欧包的芒果都是新鲜的水果，奶盖及软欧包里相嵌的奶油，口感很细腻，总体感觉不错。
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,#一杯好茶，一口软欧包，在奈雪同时发现了两种美味#。这家店环境真是超棒，宽敞、明亮、干净。有两层楼，一楼是面包选购区和收银区，边上还有茶叶礼盒可以选购，二楼都是休息区，座位很多。店内的背景音乐都很好听，所以等待饮品的时候不会让人感到焦躁。。服务生很多，态度都很好。打包面包的时候被要求出示小票，但结账时我忘拿了，切面包的小哥哥还是帮忙打包了，还说：没事我相信你。包装袋上还贴了张面包复热提示的小卡片，显示了店家的用心。。面包买的是恶魔的眼泪，外层有种巧克力菠萝包的感觉，内馅是巧克力熔岩，一口下去齿颊留香，巧克力控不容错过。。饮品选了芝士桃桃苺，草莓味并不明显，但蜜桃味清新香甜，上层的芝士稠而不腻，喝了还想喝。
,,40,口味：好 环境：非常好 服务：非常好 人均：0元,-----红酱酱的点评No.1396----- 。。奈雪的茶风头正劲，开业才多久点评就1000条了。然而我周末去的时候压根没什么人.....。。这家分店开在新天地附近的商场里，店铺两层，空间蛮大的。一贯重视细节和颜值，重金打造门面环境。。。#阿里山初露15RMB#。名优茶系列里的。选了纯茶，不加奶盖。阿里山初露作为高山茶的入门首选，想多尝一些本味。杯体看着澄清蜜绿，加了冰块后分层明显，透着淡淡的花香与茶香。。后得知此款是老板娘和“冠军茶大师”邱文聪一起研制出来的上等茶饮。晨摘的初芽经过40小时的低温烘焙、杀青、揉捻、初干，热团揉等工序制作。。。#草莓魔法棒#。这次也依旧拔草了365天供应的爆款草莓系列的欧包，一如既往好吃，草莓偏酸以不至于整体口太过甜腻。店家还贴心地搭配了一次性手套。还是建议堂吃，外带回去的就软塌变味了。。。颜值和服务是卖点，软欧包可回购，饮品类还是觉得比较普通。
,,40,口味：很好 环境：很好 服务：很好 人均：0元,"💖~~Sookie探店报告之奈雪家~~💖。。💐每次和姐妹们聚会总是特别开心，。。💐我们有聊不完的话题。。。💐前阵子，大家约在奈雪家见面，这一聊就是5个小时。。。💐哈哈。。。🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️。。🍇一个闺蜜说起她最近微信认识一个特别奇怪的男生。。。🍇还没有见过面就说有多么的喜欢她！。。🍇Excuse me?!。。🍇你以为清晨发一句早安，中午发一句吃了嘛，晚上发一句晚安,就是在交往了，生病发发多喝水就是喜欢了？。。🍇真是太有想象力了！。。🍇引用金星老师的一段话:。。🍇等我女儿长大了，我会告诉她，如果一个男人心疼你挤公交，埋怨你不按时吃饭，一直提醒你少喝酒伤身体，阴雨天嘱咐你下班回家注意安全，生病时发搞笑短信哄你...请不要理他！。。🍇然后跟那个可以开车送你、生病陪你、吃饭带你、下班接你、跟你说“什么破工作别干了！跟我回家！”的人在一起。。。🍇喜欢一个人不是说说而已，重点是要看他为你做了什么。。。🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟。。言归正传，。。这家奈雪的茶位于新开的中海环宇荟店。。。具体地址:马当路447号中海环宇荟1楼。。。地铁:马当路站直达交通相当方便，很容易找到。。。环境: [爱心][爱心][爱心][爱心]。。高端大气，优雅整洁，区别于一般的面包店，一进门就给人一种眼前一亮的感觉，特别适合聚会。。。一杯好茶，一口软欧包。。宣传标语很诱人啊！一个慵懒的午后，来这里点杯茶，一个欧包，好友不需要多，两三个知己，聚在一起，聊聊心事，最美好的时光不就是如此吗。。。服务:[爱心][爱心][爱心][爱心]。。网红店嘛，店里人特别多，但是服务员们都特别热情，态度很和蔼，在他们的安排下，大家秩序很好。。。口味:。。🍇清提魔法棒[爱心][爱心][爱心]。。名字是魔法棒，但是实物特别可爱，像毛毛虫一样，哈哈。。。味道嘛，面包软软香香的，奶香浓郁，中间的切开的部分放满了奶油，特别甜，很好吃！。。但是，提子好像不是很甜，而且，奶油吃多了有点腻的。。。🍋芒果魔法棒[爱心][爱心][爱心][爱心]。。芒果味的“毛毛虫”感觉比清提口味的好吃，其实面包的部分味道都差不多，但是芒果口味的里面包含了很多新鲜芒果，芒果呢很容易和奶油混合在一起。这样的话自带着芒果的清甜，奶油吃再多都不会很腻啦，感觉棒棒哒，推荐！。。以上，综上所述，奈雪的茶整体表现非常好，不管是环境，服务还是口味，四星好评鼓励一下，推荐感兴趣的朋友去试试。另外，这里的欧包特别大，我感觉可以三个妹子share, 性价比很高的，哈哈哈！"
